id,name_hu,name_latin,category,region,era,period,epoch,mya_min,mya_max,height_m_min,height_m_max,length_m_min,length_m_max,weight_kg_min,weight_kg_max,discovery_year,discoverer_name,description_hu,rarity,created_at,updated_at,taxonomy_group,pack_number,education_level,edu,height_m_est,height_m_est_max,height_m_est_min,taxonomy_hu,diet_hu,diet_eng,latin_name_end
866e3823-ebbd-4aee-925e-a25d8f81b211,Balaur,Balaur bondoc,dinosaur,Kárpát-medence,Mezozoikum,Kréta,késő-kréta,70,70,0.68,0.76,1.8,2.0,null,null,2010,"Mátyás Zoltán, Csiki Zoltán és munkatársaik","A Hátszegi-medencéből származó, különleges és rendkívül robusztus felépítésű theropoda dinoszaurusz vagy ősmadár. Legmeghökkentőbb tulajdonsága, hogy a hátsó lábain nem egy, hanem két-két sarlókarom helyezkedett el, mellső végtagjai pedig erősen módosultak. A hajdani szigetvilág elszigeteltségének egyik legkülönösebb evolúciós szüleménye, amely remekül szemlélteti a helyi fauna egyediségét.",common,2026-06-28 04:57:47.338575+00,2026-06-28 04:57:47.338575+00,"Saurischia (Theropoda, Avialae / Dromaeosauridae)",2,általános iskola,1,0.76,0.76,0.68,"Saurischia (Theropodák, Madárszerűek / Dromaeosauridák)",ragadozó,carnivore,bondoc
f3747a64-86f7-4c50-9a52-9facb6157f9e,Petrustitan,Petrustitan hungaricus,dinosaur,Kárpát-medence,Mezozoikum,Kréta,késő-kréta,71,66,4.0,5.0,7.5,8.0,null,null,2020,Modern kutatócsoportok,"Ezt az újonnan azonosított titanoszaurusz fajt a közelmúltban végzett morfológiai revíziók során különítették el a meglévő erdélyi leletanyagból. A hosszú nyakú, növényevő óriások közé tartozott, ám környezetéhez alkalmazkodva méretei elmaradtak a kontinenseken élt rokonokétól. Tudományos elnevezése hűen őrzi a felfedezés történelmi és földrajzi kötődését a Kárpát-medence régiójához.",common,2026-06-28 04:57:47.338575+00,2026-06-28 04:57:47.338575+00,"Saurischia (Sauropoda, Titanosauria)",3,általános iskola,1,null,null,null,"Saurischia (Sauropodák, Titanoszauruszok)",növényevő,herbivore,hungaricus
68ea3108-9933-481e-97b2-66071eedddfc,Psittacosaurus,Psittacosaurus mongoliensis,dinosaur,Ázsia,Mezozoikum,Kréta,kora-kréta,126,100,0.33,0.66,1.0,2.0,50,null,1923,Henry Fairfield Osborn,"Kora kréta kori dinoszaurusz, amelynek több száz maradványa került elő Ázsia-szerte.",common,2026-06-30 04:46:58.828164+00,2026-06-30 04:46:58.828164+00,null,4,doktori,4,0.66,0.66,0.33,null,ismeretlen,unknown,mongoliensis
a9f0914b-3d0d-41d2-94b2-ef65127f1469,Muttaburrasaurus,Muttaburrasaurus langdoni,dinosaur,Ázsia,Mezozoikum,Kréta,kora-kréta,105,100,2.31,2.64,7.0,8.0,null,null,1981,Doug Langdon,"Queensland állam fosszilis emblémája; egy nagy termetű növényevő, amelynek egyik legismertebb példánya a 'Hughie' becenevű csontváz.",rare,2026-06-30 04:46:58.828164+00,2026-06-30 04:46:58.828164+00,null,3,doktori,4,2.64,2.64,2.31,null,ismeretlen,unknown,langdoni
73783707-6e64-4559-88e0-c1a722a1b03b,Brachylophosaurus,Brachylophosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,89,88,2.31,null,7,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,2.31,null,ismeretlen,unknown,
4ae0b639-cb83-4175-bf3c-d04bf51abbb7,Bauxitornis,Bauxitornis mindszentyae,bird,Kárpát-medence,Mezozoikum,Kréta,késő-kréta,85,85,null,null,null,null,null,null,2008,Iharkúti kutatócsoport,"Egy ölyv méretű ősmadár, amely az Enantiornithes csoportba tartozott — ez a madárcsoport a kréta időszak végén kihalt. Az iharkúti lelőhelyen eddig megtalált közel 10 000 csontmaradvány közül csupán egy tucat sorolható madarakhoz, ezért minden ilyen lelet különösen értékes. A fajt egy jellegzetes csüdcsont (lábközépcsont) alapján sikerült azonosítani, és nevét Mindszenty Andrea bauxitkutató professzor előtt tiszteleg. (Méret: ölyv méretű)",rare,2026-06-28 05:30:51.768033+00,2026-06-28 05:30:51.768033+00,Aves (Enantiornithes),3,általános iskola,1,null,null,null,Aves (Szemközti madarak),mindenevő,omnivore,mindszentyae
20260973-78b7-437e-81a4-0f5f61fc832e,Panoplosaurus,Panoplosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,79,75,2.31,null,7,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,2.31,null,ismeretlen,unknown,
f0218948-9d8d-4abe-ab02-6db794badb4f,Euoplocephalus,Euoplocephalus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,70,2.31,null,7,null,2000,null,1897,Lawrence Lambe,"Az Euoplocephalus a késő kréta időszak egyik legjobban páncélozott ankylosaurida dinoszaurusza, amely Észak-Amerika területén élt. Egész testét, beleértve a szemhéjait is, vastag csontlemezek, tüskék és bütykök borították, amelyek szinte sebezhetetlenné tették a ragadozók számára. Súlyos farkának végén egy masszív, csontos bunkó helyezkedett el, amellyel képes volt eltörni a rátámadó theropodák lábát. Ez a széles, lapos testű, négy lábon járó növényevő alacsony aljnövényzettel táplálkozott, és nehézkes mozgása ellenére kora igazi élő tankjának számított.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,1,bonus,5,null,null,2.31,null,ismeretlen,unknown,
5306619f-ed9c-4083-8b44-0991d98bfc9f,Parksosaurus,Parksosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,74,0.99,null,3,null,null,null,1926,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,0.99,null,ismeretlen,unknown,
52a17b6a-a6cb-48f8-b0b8-f71a6d0b6037,Chirostenotes,Chirostenotes,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,79,67,0.56,0.66,1.7,2,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,0.66,0.66,0.56,null,ismeretlen,unknown,
9d979dff-ffd4-4bd6-9641-67c8571018f7,Hadrosaurus,Hadrosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,78,74,2.97,null,9,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,2.97,null,ismeretlen,unknown,
2a930232-479b-4469-a680-9029536729f7,Anchiceratops,Anchiceratops,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,74,70,1.98,null,6,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,1.98,null,ismeretlen,unknown,
c8240e02-9590-4837-985f-abb98205e07c,Tylocephale,Tylocephale,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,75,72,0.46,null,1.4,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.46,null,ismeretlen,unknown,
5e0ae6b8-3ceb-46bc-a577-48b83fdf0a67,Ornitholestes,Ornitholestes,dinosaur,Észak-Amerika,Mezozoikum,Jura,késő-jura,150,144,0.66,null,2,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,0.66,null,ismeretlen,unknown,
f1ce4e2f-6ef9-47fc-9722-f7529465dede,Hagryphus,Hagryphus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,75,0.99,null,3,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,0.99,null,ismeretlen,unknown,
51140c1b-39d4-4a05-bdbb-0bc9f5fc2040,Torvosaurus,Torvosaurus,dinosaur,Észak-Amerika,Mezozoikum,Jura,késő-jura,155,144,3.30,null,10,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,3.30,null,ismeretlen,unknown,
2e08007c-41f8-4c52-b920-606d3518fe8b,Struthiomimus,Struthiomimus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,74,1.32,null,4,null,150,300,1901,Lawrence Lambe,"A Struthiomimus egy struccszerű, rendkívül gyors és mozgékony theropoda dinoszaurusz volt, amely a kés• kréta időszakban élt Észak-Amerikában. Fogatlan, madárszerű csőrrel, hosszú nyakkal, karcsú hátsó lábakkal és hosszú farokkal rendelkezett, ami tökéletes egyensúlyt biztosított futás közben. Valószínűleg mindenevő életmódot folytatott, így növényeket, gyümölcsöket, rovarokat és kisebb gerinceseket egyaránt fogyaszthatott. Kiváló látásának és lenyűgöző sebességének köszönhetően képes volt gyorsan elmenekülni a kor nagy testű ragadozói, például a tyrannoszauruszok elől.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,1,bonus,5,null,null,1.32,null,ismeretlen,unknown,
706f1d10-0419-43ec-a59d-7ac12bb4f79e,Xenotarsosaurus,Xenotarsosaurus,dinosaur,Dél-Amerika,Mezozoikum,Kréta,kora-kréta,100,90,1.98,null,6,null,1500,null,1980,Ricardo Martínez,"A Xenotarsosaurus a késő kréta időszakban élt, közepes termetű theropoda dinoszaurusz, amely a mai Argentína területén vadászott. Az Abelisauridae család tagjaként rendkívül rövid, zömök koponyával és csökevényes, szinte teljesen funkciótlan mellső végtagokkal rendelkezett. Testhossza körülbelül 5-6 méter lehetett, és erőteljes hátsó lábain két lábon járva cserkészte be áldozatait. Különlegessége a bokaízület egyedi, teljesen összenőtt csontszerkezetében rejlik (innen kapta a különös boka nevet), ami rendkívüli stabilitást biztosított számára futás közben.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,7,bonus,5,null,null,1.98,null,ismeretlen,unknown,
f9fdb70f-eaba-4783-bb0f-d1bf426e84b5,Giganotosaurus,Giganotosaurus,dinosaur,Dél-Amerika,Mezozoikum,Kréta,kora-kréta,112,90,4.13,null,12.5,null,8000,null,1993,Rubén Carolini (leírta Coria és Salgado),"A Giganotosaurus a valaha élt egyik legnagyobb ismert szárazföldi húsevő dinoszaurusz, amely a kréta időszak közepén uralkodott Dél-Amerika felett. Méreteit tekintve vetekedett a Tyrannosaurus rexszel, sőt testhossza (12-13 méter) és súlya (6-8 tonna) esetenként meg is haladhatta azt. Koponyája hatalmas volt, benne ollószerűen záródó állkapoccsal és éles, fűrészes szélű, lapos tépőfogakkal, amelyek alkalmasak voltak a hatalmas titanoszauruszok sebzésére. Bár agymérete és harapási ereje elmaradt a T. rexétől, lenyűgöző sebessége és puszta mérete kora vitathatatlan csúcsragadozójává tette.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,8,bonus,5,null,null,4.13,null,ismeretlen,unknown,
84b07f3f-539e-49aa-95b1-aeb231a3fc83,Allosaurus,Allosaurus,dinosaur,Észak-Amerika,Mezozoikum,Jura,késő-jura,156,144,3.96,null,12,null,2000,null,1877,Othniel Charles Marsh,"A Allosaurus a késő jura időszak legelterjedtebb és legfélelmetesebb csúcsragadozója volt Észak-Amerika területén. Átlagosan 8-10 méter hosszúra nőtt, hatalmas koponyával, fűrészes fogakkal és háromujjú, erős karmokkal ellátott mellső végtagokkal rendelkezett. A kutatók szerint képes volt a nálánál sokkal nagyobb növényevőket, például a Diplodocusokat is megtámadni, valószínűleg falkákban vadászva. Rendkívül gyakori fosszíliái miatt a jura időszak legjobban ismert és legtöbbet tanulmányozott húsevő dinoszauruszának számít.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,2,bonus,5,null,null,3.96,null,ismeretlen,unknown,
dfeab9c3-d922-49b2-835b-4c4bb37bea6f,Mussaurus,Mussaurus,dinosaur,Dél-Amerika,Mezozoikum,Triász,késő-triász,221,210,0.99,null,3,null,null,null,1970,José Bonaparte,"A Mussaurus egy korai, primitív növényevő sauropodomorpha dinoszaurusz, amely a késő triász időszakban élt Dél-Amerika déli részén. Neve egérgyíkot jelent, mivel az elsőként megtalált fosszíliák apró, mindössze néhány centiméteres fészekhagyó fiókák voltak. Később a felnőtt példányok maradványai is előkerültek, amelyek feltárták, hogy az állat kifejletten elérte a 3-5 méteres hosszúságot és az egy tonnás tömeget. Kiváló betekintést nyújt a dinoszauruszok egyedfejlődésébe, bemutatva, hogyan váltottak a kicsik négy lábú járásról felnőttkori két vagy négy lábú életmódra.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,9,bonus,5,null,null,0.99,null,ismeretlen,unknown,
b9f4285b-0d32-4c1c-a7b0-73a2745f1976,Wannanosaurus,Wannanosaurus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,84,71,0.20,null,0.6,null,null,null,1977,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.20,null,ismeretlen,unknown,
f4b3855e-31dd-458c-9671-f18e8c873ef3,Pentaceratops,Pentaceratops,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,74,2.24,null,6.8,null,null,null,1921,Charles Hazelius Sternberg,"A Pentaceratops egy lenyűgöző megjelenésű, tülkös növényevő dinoszaurusz volt, amely a késő kréta időszakban élt Észak-Amerikában. Neve tévesen öt szarvú arcot jelent, valójában három valódi szarva volt, a másik kettő a pofacsontok oldalsó nyúlványa. Hatalmas, csontos nyakfodra a szárazföldi állatok körében az egyik legnagyobb koponyaszerkezetet eredményezte, amely elérhette a 2,3 méteres hosszúságot is. Ez a hordószerű testű, 6 méter hosszú állat alacsonyan fekvő növényzettel táplálkozott, és díszes nyakfodrát védekezésre vagy fajtársai elkápráztatására használta.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,2,bonus,5,null,null,2.24,null,ismeretlen,unknown,
88df7d7e-cde6-4885-8f35-286c266bb1bf,Utahraptor,Utahraptor,dinosaur,Észak-Amerika,Mezozoikum,Kréta,kora-kréta,112,100,1.98,null,6,null,1000,null,1991,"Jim Kirkland, Rob Gaston és dán Columbe","A Utahraptor a valaha élt legnagyobb ismert dromaeosaurid (raptor) dinoszaurusz, amely a kora kréta időszakban vadászott Észak-Amerika területén. Ellentétben a filmekben látható kisebb rokonaival, a Utahraptor hatalmas termetű, akár 5-7 méter hosszú és közel 500 kilogramm súlyú fenevad volt. Hátsó lábának második ujján egy hatalmas, sarló alakú, akár 22-24 centiméteres karom helyezkedett el, amellyel halálos sebeket ejtett a zsákmányán. Erőteljes testfelépítése, nehéz csontozata és valószínűsíthető intelligenciája, valamint tollas borítása kora egyik legfélelmetesebb és legsikeresebb ragadozójává tette.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,4,bonus,5,null,null,1.98,null,ismeretlen,unknown,
e7c95919-a333-4cfd-bb7e-e59164e175ce,Antarctosaurus,Antarctosaurus,dinosaur,Dél-Amerika,Mezozoikum,Kréta,késő-kréta,84,65,5.94,null,18,null,null,null,1912,Santiago Roth (leírta Friedrich von Huene),"Az Antarctosaurus egy gigantikus növényevő titanoszaurusz szauropoda volt, amely a késő kréta időszakban élt Dél-Amerika déli régióiban. Neve nem az Antarktiszra utal, hanem egyszerűen déli gyíkot jelent, tükrözve korai argentínai felfedezését. Testhossza elérhette a 18-25 métert, tömege pedig a fajtól függően a 30-60 tonnát is, így kora egyik legnagyobb élőlénye volt. Hosszú nyaka segítségével a legmagasabb fák lombkoronáját is elérte, miközben oszlopszerű, masszív végtagjai szilárdan tartották hatalmas testtömegét.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,6,bonus,5,null,null,5.94,null,ismeretlen,unknown,
49c1b187-2818-43eb-9e5c-e7e91e126061,Tyrannosaurus,Tyrannosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,68,66,3.96,null,12,null,7000,null,1902,Barnum Brown,"A Tyrannosaurus a történelem leghíresebb és egyik legnagyobb szárazföldi húsevő dinoszaurusza, amely a kréta időszak legvégén uralta Észak-Amerikát. Testhossza elérhette a 12-13 métert, tömege a 8-9 tonnát, miközben hatalmas koponyájában a valaha élt egyik legerősebb harapással rendelkező állkapocs lapult. Masszív hátsó lábain két lábon járt, egyensúlyát hosszú, nehéz farka biztosította, miközben mellső végtagjai nevetségesen kicsik, de meglepően erősek és kétujjúak voltak. Intelligens, kiváló szaglású és binokuláris látású csúcsragadozóként vagy dögevőként tartotta rettegésben környezetét a kréta-paleogén kihalási eseményig.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,3,bonus,5,null,null,3.96,null,ismeretlen,unknown,
221715ff-3960-4cca-9366-b30c8461c7ea,Tyrannotitan,Tyrannotitan,dinosaur,Dél-Amerika,Mezozoikum,Kréta,kora-kréta,101,101,3.96,null,12,null,7000,null,2002,Tomás Rich csapata (leírva Novas és de Valais),"A Tyrannotitan egy félelmetes, hatalmas termetű húsevő dinoszaurusz volt, amely a kréta időszak kora szakaszában élt a mai Argentína területén. A Carcharodontosauridae család tagjaként szoros rokonságban állt a Giganotosaurusszal, és testhossza elérhette a 12-13 métert, súlya pedig az 5-7 tonnát. Masszív állkapcsában pengeszerű, fűrészes fogak sorakoztak, amelyek tökéletesen alkalmasak voltak a nagy testű növényevők húsának letépésére. Rövid mellső végtagjai ellenére kora egyik legdominánsabb csúcsragadozója volt Dél-Amerika ökoszisztémájában.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,8,bonus,5,null,null,3.96,null,ismeretlen,unknown,
61d59ec6-f101-48db-b406-a2faa99f9416,Parasaurolophus,Parasaurolophus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,74,3.63,null,11,null,3500,null,1922,William Parks,"A Parasaurolophus a késő kréta időszak egyik legkülönlegesebb és legfelismerhetőbb kacsacsőrű (hadrosaurida) növényevője, amely Észak-Amerikában élt. Feje tetejéről egy hatalmas, üreges, hátrafelé nyúló csontos taréj indult ki, amely akár az 1,8 méteres hosszúságot is elérhette. Ez az üreges struktúra a legújabb kutatások szerint belső rezonátorként működött, amellyel az állat alacsony frekvenciájú, kürt- vagy harsonaszerű hangokat tudott kibocsátani a kommunikációhoz és a párkereséshez. Átlagosan 9-10 méter hosszú állat volt, amely csordákban élt, és képes volt négy lábon legelni, illetve veszély esetén a hátsó lábaira egyenesedve elszaladni.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,3,bonus,5,null,null,3.63,null,ismeretlen,unknown,
f1671a96-2d41-4ab9-807a-247e92660110,Daspletosaurus,Daspletosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,74,2.97,null,9,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,2.97,null,ismeretlen,unknown,
2e182036-4919-4ca1-a6be-e179c0ecf9a8,Edmontonia,Edmontonia,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,74,1.32,null,4,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,1.32,null,ismeretlen,unknown,
a0a2beb4-65c8-478b-a41b-9c3d49025d39,Pinacosaurus,Pinacosaurus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,81,75,1.65,null,5,null,1000,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,1.65,null,ismeretlen,unknown,
f1118358-a34f-4984-898c-ba7d533d4e7a,Udanoceratops,Udanoceratops,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,81,75,null,null,null,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,null,null,ismeretlen,unknown,
ec8db44f-c924-44c9-87ce-3b97ba13e476,Maiasaura,Maiasaura,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,80,75,2.97,null,9,null,2500,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,2.97,null,ismeretlen,unknown,
06e6e5cf-7872-45ab-b108-6986e5f67191,Leaellynasaura,Leaellynasaura amicagraphica,dinosaur,Ázsia,Mezozoikum,Kréta,kora-kréta,118,110,0.66,0.99,2.0,3.0,null,null,1989,Tom Rich & Patricia Vickers-Rich,"Ausztrália déli részén felfedezett 'sarkvidéki' dinoszaurusz, amelynek nagy szemei és jó éjjellátó képessége volt a hideg klímához való alkalmazkodásként.",rare,2026-06-30 04:46:58.828164+00,2026-06-30 04:46:58.828164+00,null,3,doktori,4,0.99,0.99,0.66,null,ismeretlen,unknown,amicagraphica
9bb5414d-ea8f-41d1-a9dc-ed91117c2892,Camarasaurus,Camarasaurus,dinosaur,Észak-Amerika,Mezozoikum,Jura,késő-jura,150,140,7.59,null,23,null,20000,null,1877,Oramel William Lucas (leírta Edward Drinker Cope),"A Camarasaurus a késő jura időszak leggyakoribb és legjobban dokumentált szauropoda dinoszaurusza Észak-Amerikában. Körülbelül 15-20 méter hosszú és 20 tonna súlyú növényevő volt, amelynek csigolyáiban nagyméretű üregek (kamrák) helyezkedtek el a testtömeg csökkentése érdekében. Más szauropodákhoz képest a nyaka és farka rövidebb, koponyája viszont zömökebb és magasabb volt, benne kanál alakú, rendkívül erős fogakkal. Ez a robusztus fogazat lehetővé tette számára, hogy a Diplodocusnál sokkal keményebb, fásabb növényzetet és tűlevelűeket is elfogyasszon.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,4,bonus,5,null,null,7.59,null,ismeretlen,unknown,
c0614c3f-2d29-47f9-b9b7-3312df57d3a1,Gasparinisaura,Gasparinisaura,dinosaur,Dél-Amerika,Mezozoikum,Kréta,késő-kréta,86,71,0.26,null,0.8,null,null,null,1992,Rodolfo Coria,"A Gasparinisaura egy kisméretű, fürge, két lábon járó növényevő dinoszaurusz volt, amely a késő kréta időszakban lakta Dél-Amerikát. Testhossza mindössze az 1-1,5 métert érte el, súlya pedig körülbelül egy nagyobb kutyáéhoz volt mérhető. Nagy szemei és karcsú hátsó lábai arra utalnak, hogy kitűnő érzékszervekkel rendelkező, gyors futó volt, ami elengedhetetlen volt a ragadozók elkerüléséhez. Felfedezése azért is jelentős, mert bizonyítja, hogy a kisméretű ornithopodák a kréta időszak végén is sikeresen virágoztak Dél-Amerika ökoszisztémájában.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,8,bonus,5,null,null,0.26,null,ismeretlen,unknown,
46789206-2dff-4b68-b73d-7e52091608c7,Patagotitan,Patagotitan,dinosaur,Dél-Amerika,Mezozoikum,Kréta,kora-kréta,101,101,12.38,null,37.5,null,57000,null,2012,Aurelio Meira farmja (leírta Carballido és csapata),"A Patagotitan a valaha felfedezett egyik legnagyobb és legsúlyosabb titanoszaurusz szauropoda, amely a kréta időszak közepén élt Dél-Amerikában. Az Argentínában talált rendkívül jó állapotú csontvázak alapján a kutatók a testhosszát 37 méterre, míg tömegét csaknem 69 tonnára becsülik. Ez a kolosszális növényevő hatalmas mennyiségű lombozatot fogyasztott naponta, és puszta mérete miatt a kifejlett példányoknak nem volt természetes ellensége. Felfedezése alapjaiban formálta át a tudósok elképzeléseit a dinoszauruszok növekedési határairól és a gigantizmus evolúciójáról.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,8,bonus,5,null,null,12.38,null,ismeretlen,unknown,
42b4b8eb-11d3-432c-b0ef-082f43ed66dd,Janenschia,Janenschia,dinosaur,Afrika,Mezozoikum,Jura,késő-jura,154,151,6.60,null,20,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,6.60,null,ismeretlen,unknown,
a8503554-01ba-46cc-bff6-a4e578082525,Saltasaurus,Saltasaurus,dinosaur,Dél-Amerika,Mezozoikum,Kréta,késő-kréta,70,65,3.96,null,12,null,null,null,1975,José Bonaparte és Jaime Powell,"A Saltasaurus egy különleges, viszonylag kisméretű szauropoda dinoszaurusz volt, amely a késő kréta időszakban élt a mai Argentína területén. Ez a faj forradalmasította a paleontológiát, ugyanis ez volt az első olyan hosszú nyakú dínó, amelynél megkövesedett páncélzatot, csontos bütyköket (osteodermákat) fedeztek fel a bőrben. Körülbelül 8-12 méter hosszúra nőtt, és robusztus testfelépítése, valamint hátának páncélzata hatékony védelmet nyújtott a korabeli ragadozókkal szemben. Jelentősége abban rejlik, hogy bebizonyította: a titanoszauruszok egy része páncélozott volt.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,6,bonus,5,null,null,3.96,null,ismeretlen,unknown,
fdf66bed-cf6b-43fc-ac14-4f17c9ea7138,Deinonychus,Deinonychus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,kora-kréta,120,110,0.99,null,3,null,75,null,1964,John Ostrom,"A Deinonychus egy rendkívül fontos, kistermetű, de annál veszélyesebb theropoda dinoszaurusz, amely a kora kréta időszakban élt Észak-Amerikában. Felfedezése indította el a dínó-reneszánszt a paleontológiában, mivel bizonyította, hogy a dinoszauruszok nem lassú, hüllőszerű lények, hanem melegvérű, aktív és intelligens állatok voltak. Körülbelül 3,4 méter hosszú volt, hátsó lábain egy-egy hatalmas, sarló alakú karom díszlett, amellyel borzalmas sebeket ejtett áldozatain. Merev farok szerkezete tökéletes egyensúlyozást biztosított ugrás és gyors irányváltás közben, és feltételezhetően összehangolt csoportokban vadászott.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,3,bonus,5,null,null,0.99,null,ismeretlen,unknown,
4da69423-506a-4335-959c-7398211e3fee,Oviraptor,Oviraptor philoceratops,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,75,71,0.53,0.66,1.6,2.0,20,30,1923,Roy Chapman Andrews,"Kisméretű mongol theropoda, amelyet kezdetben fészekrablónak hittek, ám később kiderült, hogy saját tojásait védelmezte fészekalján.",common,2026-06-30 04:46:58.828164+00,2026-06-30 04:46:58.828164+00,null,1,doktori,4,0.66,0.66,0.53,null,ismeretlen,unknown,philoceratops
f8c343e9-338d-4971-ad15-e30e6a69ddbb,Chilantaisaurus,Chilantaisaurus,dinosaur,Ázsia,Mezozoikum,Kréta,kora-kréta,142,127,4.29,null,13,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,4.29,null,ismeretlen,unknown,
10aa19da-d984-404e-9e4d-913aea604019,Dicraeosaurus,Dicraeosaurus,dinosaur,Afrika,Mezozoikum,Jura,késő-jura,150,135,6.60,null,20,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,6.60,null,ismeretlen,unknown,
